"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Jun 22 16:09:05 CST 2021","Tue Jun 22 16:09:07 CST 2021","1484","","test_department","TestDepartment","","","test_department_scene","
        部门增删改查场景测试
        :return:
        "
